JANUARY 2026 FULL ANALYSIS - ALL COINS COMBINED

SETTINGS
Initial Capital,$100
Leverage,10x
Position Size,$1000 (based on current capital)
SL,0.75 ATR
TP,3 ATR (4:1 R:R)
Entry Condition,5c return < -2% AND position in range < 30%
Period,January 1-27 2026

SUMMARY
Total Signals Found,91
Actual Trades Taken,40
Signals Missed (blocked),51
Wins,9
Losses,28
Timeouts,3
Win Rate,22.5%
Initial Capital,$100
Final Capital,$146.93
Total P&L,$46.93
Return,46.9%

SIGNALS BY COIN
DOGEUSDT,Signals:32,Traded:22,Missed:10
NEARUSDT,Signals:47,Traded:18,Missed:29
ETHUSDT,Signals:12,Traded:0,Missed:12

ALL SIGNALS CHRONOLOGICAL (Traded + Missed)
Signal #,Coin,Entry Time,Exit Time,Entry Price,Exit Price,5c Return %,Pos in Range %,Result,Was Traded?,Blocked By,Position Size,P&L,Capital After,Hypothetical P&L
13,NEARUSDT,2026-01-11 20:30:00,2026-01-11 21:00:00,$1.692000,$1.683429,LOSS,NEARUSDT,$108.22,$-5.48,$102.74
14,NEARUSDT,2026-01-12 08:30:00,2026-01-12 09:45:00,$1.679000,$1.668661,LOSS,DOGEUSDT,$97.68,$-6.02,$91.67
15,NEARUSDT,2026-01-12 08:45:00,2026-01-12 09:15:00,$1.689000,$1.678232,LOSS,DOGEUSDT,$97.68,$-6.23,$91.45
16,NEARUSDT,2026-01-12 09:15:00,2026-01-12 09:45:00,$1.677000,$1.665375,LOSS,DOGEUSDT,$97.68,$-6.77,$90.91
17,NEARUSDT,2026-01-12 09:30:00,2026-01-12 13:00:00,$1.673000,$1.661429,LOSS,DOGEUSDT,$97.68,$-6.76,$90.92
18,NEARUSDT,2026-01-15 03:45:00,2026-01-15 09:30:00,$1.749000,$1.788429,WIN,NEARUSDT,$119.59,$26.96,$146.56
19,NEARUSDT,2026-01-15 15:15:00,2026-01-15 15:30:00,$1.751000,$1.740661,LOSS,DOGEUSDT,$108.81,$-6.43,$102.39
20,NEARUSDT,2026-01-15 16:15:00,2026-01-15 18:00:00,$1.730000,$1.717089,LOSS,NEARUSDT,$94.51,$-7.05,$87.45
21,NEARUSDT,2026-01-18 23:15:00,2026-01-18 23:30:00,$1.677000,$1.668536,LOSS,DOGEUSDT,$97.12,$-4.90,$92.22
22,NEARUSDT,2026-01-18 23:30:00,2026-01-18 23:45:00,$1.670000,$1.660732,LOSS,DOGEUSDT,$92.84,$-5.15,$87.69
23,NEARUSDT,2026-01-18 23:45:00,2026-01-19 00:00:00,$1.627000,$1.616071,LOSS,DOGEUSDT,$88.13,$-5.92,$82.21
24,NEARUSDT,2026-01-19 00:00:00,2026-01-19 12:30:00,$1.542000,$1.549000,TIMEOUT,DOGEUSDT,$100.42,$4.56,$104.98
25,ETHUSDT,2026-01-19 00:00:00,2026-01-19 00:15:00,$3216.710000,$3204.185000,LOSS,DOGEUSDT,$100.42,$-3.91,$96.51
26,ETHUSDT,2026-01-19 00:15:00,2026-01-19 00:30:00,$3202.710000,$3187.738393,LOSS,DOGEUSDT,$100.42,$-4.69,$95.72
27,ETHUSDT,2026-01-19 00:30:00,2026-01-19 01:45:00,$3219.210000,$3202.507500,LOSS,DOGEUSDT,$100.42,$-5.21,$95.21
28,ETHUSDT,2026-01-19 00:45:00,2026-01-19 01:45:00,$3210.670000,$3193.491786,LOSS,DOGEUSDT,$100.42,$-5.37,$95.05
29,ETHUSDT,2026-01-19 01:00:00,2026-01-19 01:45:00,$3215.010000,$3197.416071,LOSS,DOGEUSDT,$100.42,$-5.50,$94.92
30,NEARUSDT,2026-01-21 16:30:00,2026-01-21 16:45:00,$1.502000,$1.489679,LOSS,DOGEUSDT,$105.33,$-8.64,$96.69
31,ETHUSDT,2026-01-21 16:30:00,2026-01-21 17:15:00,$2887.310000,$2866.079643,LOSS,DOGEUSDT,$105.33,$-7.74,$97.58
32,DOGEUSDT,2026-01-21 16:45:00,2026-01-21 19:15:00,$0.120680,$0.124779,WIN,DOGEUSDT,$105.33,$35.78,$141.11
33,NEARUSDT,2026-01-21 16:45:00,2026-01-21 19:30:00,$1.494000,$1.547357,WIN,DOGEUSDT,$105.33,$37.62,$142.94
34,ETHUSDT,2026-01-21 16:45:00,2026-01-21 17:00:00,$2889.940000,$2867.318393,LOSS,DOGEUSDT,$105.33,$-8.24,$97.08
35,NEARUSDT,2026-01-21 17:00:00,2026-01-21 19:30:00,$1.491000,$1.546929,WIN,DOGEUSDT,$143.58,$53.86,$197.44
36,ETHUSDT,2026-01-21 17:00:00,2026-01-21 19:15:00,$2871.600000,$2968.725000,WIN,DOGEUSDT,$143.58,$48.56,$192.14
37,DOGEUSDT,2026-01-21 17:15:00,2026-01-21 19:30:00,$0.121500,$0.126064,WIN,DOGEUSDT,$143.58,$53.94,$197.51
38,NEARUSDT,2026-01-21 17:15:00,2026-01-21 19:30:00,$1.494000,$1.551857,WIN,DOGEUSDT,$143.58,$55.60,$199.18
39,ETHUSDT,2026-01-21 17:15:00,2026-01-21 19:30:00,$2890.100000,$2991.444286,WIN,DOGEUSDT,$143.58,$50.35,$193.93
40,DOGEUSDT,2026-01-21 17:30:00,2026-01-21 19:30:00,$0.121690,$0.125864,WIN,DOGEUSDT,$143.58,$49.25,$192.83
41,NEARUSDT,2026-01-21 17:30:00,2026-01-21 19:30:00,$1.494000,$1.546929,WIN,DOGEUSDT,$143.58,$50.87,$194.44
42,ETHUSDT,2026-01-21 17:30:00,2026-01-21 19:30:00,$2896.480000,$2992.507857,WIN,DOGEUSDT,$143.58,$47.60,$191.18
43,ETHUSDT,2026-01-22 15:15:00,2026-01-22 18:15:00,$2910.150000,$2967.627857,WIN,NEARUSDT,$173.58,$34.28,$207.87
44,NEARUSDT,2026-01-23 19:30:00,2026-01-23 20:30:00,$1.504000,$1.492857,LOSS,NEARUSDT,$160.72,$-11.91,$148.82
45,NEARUSDT,2026-01-25 16:30:00,2026-01-25 18:00:00,$1.454000,$1.445536,LOSS,NEARUSDT,$151.75,$-8.83,$142.91
46,NEARUSDT,2026-01-25 17:00:00,2026-01-25 18:00:00,$1.455000,$1.446107,LOSS,NEARUSDT,$151.75,$-9.27,$142.47
47,NEARUSDT,2026-01-27 17:30:00,2026-01-27 18:30:00,$1.452000,$1.458000,TIMEOUT,DOGEUSDT,$146.93,$6.07,$153.00
48,DOGEUSDT,2026-01-27 17:45:00,2026-01-27 18:30:00,$0.122150,$0.122410,TIMEOUT,DOGEUSDT,$146.93,$3.13,$150.06
49,NEARUSDT,2026-01-27 17:45:00,2026-01-27 18:30:00,$1.455000,$1.458000,TIMEOUT,DOGEUSDT,$146.93,$3.03,$149.96
50,ETHUSDT,2026-01-27 17:45:00,2026-01-27 18:30:00,$2928.890000,$2945.070000,TIMEOUT,DOGEUSDT,$146.93,$8.12,$155.05
51,NEARUSDT,2026-01-27 18:00:00,2026-01-27 18:30:00,$1.457000,$1.458000,TIMEOUT,DOGEUSDT,$146.93,$1.01,$147.94
